temperature,humidity,pressure,label
-0.435234212910605,0.46456751839844823,1.381158869133727,0
-1.4546265125609725,0.8217968955107319,1.1652727649578403,0
-0.6901076669570836,-2.034240179655162,0.8000591525151934,0
-1.6606019898396547,-0.8464844652688477,-0.8389595745391456,0
-2.763774937109664,-0.7763847917906808,-0.48959632178541934,0
-0.47933052917842456,-0.592800757800033,-0.6439212933006004,0
0.1925983145270911,-0.2157932339844472,0.41763786489318594,0
-0.4724415124282851,1.3911664320814188,0.00608839416277742,0
0.6858767885096431,-0.5200495959413485,-1.5906971657179898,0
1.4782094646373225,-0.05758537581728696,0.8852209265951931,1
0.8463727142861591,0.5515327444172761,-1.0289809522442377,0
-2.703635389175296,-0.1724697537584273,-0.4491236382321283,0
0.10589409420049589,-0.6630790523417446,-0.26797478928456425,0
0.2888712930902863,-0.13274657764373132,0.4524133982533617,0
0.23905415065672528,0.32291188184251884,-0.7225943173628852,0
-0.3524892356445131,-0.932476406172891,-0.6984519213387156,0
-0.8056329562493626,-1.2350246338189668,-1.132695612180407,0
-0.925820459783137,-1.633704921044641,-1.4481278381863432,0
0.30432656106691625,0.7058574109589767,-0.04098921560792424,0
-0.2605530613671534,-0.5227091634070617,1.319435773653593,0
0.990004385048739,0.02715332100787642,-0.033727392834487294,1
-0.0786769996564624,-1.038453632595519,-0.4336755106359153,0
-0.8959253038346138,-1.528973676819143,2.576983629367045,0
-0.47750591988956836,-1.0376757496073,0.9442457840084958,0
-1.1615437113320115,-0.3113733648896884,-0.43918042137124674,0
1.6724746814292437,-0.41593503418117944,-0.8293405148718282,1
0.6044388426559946,-0.09164250763182634,-0.2569897462275665,0
1.375007474136932,-0.5777545352841006,-1.4915667121012441,1
-0.44466272742769347,0.6502557248270106,0.8039570392766352,0
-0.22480544954176118,0.4193545535005452,1.6864264640503326,0
1.1981893109913948,-0.7423087285764938,0.3527097845927635,1
0.9171532623252832,2.352727678775128,-1.2399249160347279,0
0.13898842344500348,-1.5196689474473115,-0.3971518685951621,0
0.5720407071203341,0.030665130892012366,-0.28490116251086006,0
-1.881983238968842,-1.5383068215494322,1.3515313116289203,0
-1.381269084542192,0.02474928090698423,-0.7408373019888129,0
1.768901126624157,0.3425172831451788,-0.004955345071812539,1
-1.1620141047002839,0.20153516666653773,0.054435313089731895,0
0.1832624040823332,2.0538547206980726,0.29952236286965683,0
1.6285038187347605,1.1623890296627986,-0.8693603586851051,1
0.2023417749390615,1.0529043486032938,-0.18958922207446247,0
-1.1926681296504664,1.464308082720184,-0.4740266704631554,0
-1.913818801472484,-0.8816205705879161,-0.08090702582227362,0
